,BJD_CODE,KAPT_NAME,KAPT_CODE,BJD_NAME
,4139013200,시흥배곧신도시 대방노블랜드엘리트시티,A10025502,경기도 시흥시 정왕동
9,2818510500,서해그랑블 포레스트 아파트,A10025503,인천광역시 연수구 동춘동
,4413325626,직산 한양수자인 비다펠리즈,A10025506,충청남도 천안서북구 직산읍 삼은리
7,2629010900,문현베스티움아파트,A10025508,부산광역시 남구 문현동
,4159013500,동탄2 더레이크시티부영4단지,A10025510,경기도 화성시 산척동
,4143010600,의왕백운 해링턴 플레이스 2단지,A10025512,경기도 의왕시 학의동
3,4887025024,함양웰가센트뷰아파트,A10025513,경상남도 함양군 함양읍 교산리
,4213010800,두진하트리움시티아파트,A10025515,강원도 원주시 일산동
,4155010300,안성하우스디NHF아파트,A10025516,경기도 안성시 영동
,4155025031,수창해뜨레아파트,A10025517,경기도 안성시 공도읍 진사리
,4111514100,인계한양수자인,A10025519,경기도 수원팔달구 인계동
,4159013600,행복주택28단지,A10025520,경기도 화성시 장지동
0,4825013200,김해율하2 LH아파트3단지,A10025521,경상남도 김해시 장유동
,4139010600,시흥은계호반써밋플레이스,A10025522,경기도 시흥시 은행동
9,2823710300,부평샬레아넬리스아파트,A10025523,인천광역시 부평구 산곡동
0,4827010200,e편한세상밀양강아파트,A10025524,경상남도 밀양시 내이동
,3171034023,울산웅촌LH아파트,A10025525,울산광역시 울주군 웅촌면 곡천리
,4623025035,광양 덕례 흥한에르가아파트,A10025526,전라남도 광양시 광양읍 덕례리
1,1153011200,하버라인10단지,A10025527,서울특별시 구로구 항동
,4213033023,원주기업도시 2차 호반베르디움,A10025528,강원도 원주시 지정면 가곡리
,4159013500,동탄 중흥S클래스 에듀하이 아파트,A10025529,경기도 화성시 산척동
,3171039021,울산역신도시 동문굿모닝힐,A10025530,울산광역시 울주군 삼남면 교동리
12,2818510500,송도파크자이,A10025531,인천광역시 연수구 동춘동
,4122011300,평택코아루두드림,A10025532,경기도 평택시 평택동
0,1117011900,용산롯데캐슬센터포레아파트,A10025533,서울특별시 용산구 효창동
,4145010800,덕풍역파크어울림아파트,A10025534,경기도 하남시 덕풍동
,4482525022,태안남문미소지움아파트,A10025535,충청남도 태안군 태안읍 남문리
,2914010600,광천프라임아너팰리스,A10025536,광주광역시 서구 농성동
,4111710200,경기행복주택 2차 (수원광교 공공실버),A10025537,경기도 수원영통구 원천동
,4615013300,영무예다음아파트,A10025538,전라남도 순천시 조례동
,4143010600,의왕백운밸리골드클래스,A10025539,경기도 의왕시 학의동
0,2623010500,삼한골든뷰센트럴파크,A10025540,부산광역시 부산진구 범전동
,4146310100,신흥덕 롯데캐슬레이시티,A10025541,경기도 용인기흥구 신갈동
7,2638010100,괴정어반푸르지오,A10025542,부산광역시 사하구 괴정동
,4122012400,평택비전지웰푸르지오,A10025543,경기도 평택시 용이동
,4122012400,비전지웰테라스,A10025544,경기도 평택시 용이동
,4139010600,시흥은계LH7단지아파트,A10025545,경기도 시흥시 은행동
,4219010200,태백장성동아라이크텐,A10025546,강원도 태백시 장성동
1,4719011300,강변뉴타운효성해링턴플레이스,A10025547,경상북도 구미시 공단동
,4213033023,호반베르디움 더 리버아파트,A10025548,강원도 원주시 지정면 가곡리
,4157010200,한강파크뷰 우방아이유쉘아파트,A10025549,경기도 김포시 걸포동
5,2723012700,한신더휴이스턴팰리스,A10025551,대구광역시 북구 매천동
,4159013600,동탄금호어울림레이크2차,A10025552,경기도 화성시 장지동
4,2723012700,한신더휴 웨스턴팰리스,A10025553,대구광역시 북구 매천동
0,4729011600,경산임당호반베르디움,A10025554,경상북도 경산시 계양동
,4146510100,수지파크푸르지오,A10025555,경기도 용인수지구 풍덕천동
,4139012300,목감 호반베르디움 더숲 ,A10025556,경기도 시흥시 산현동
25,2635010300,해운대더샵센텀그린,A10025558,부산광역시 해운대구 반여동
24,2647010200,연산더샵아파트,A10025559,부산광역시 연제구 연산동
,4611010300,목포 용해2지구 모아엘가 에듀파크 아파트,A10025560,전라남도 목포시 연산동
,4136011200,다산센트럴에일린의뜰아파트,A10025561,경기도 남양주시 다산동
16,1156013200,신길센트럴아이파크,A10025562,서울특별시 영등포구 신길동
0,2723013100,대구연경천년나무1단지,A10025563,대구광역시 북구 연경동
2,1153011200,항동 하버라인9단지,A10025564,서울특별시 구로구 항동
,4217010700,북삼2차웰메이드타운,A10025565,강원도 동해시 동회동
,4119010200,다온하브,A10025566,경기도 부천시 심곡동
,4682025021,해남 정하에코하임,A10025567,전라남도 해남군 해남읍 해리
,4315012500,제천 신원아침도시더퍼스트아파트,A10025568,충청북도 제천시 천남동
,4119011700,효행복마을아파트,A10025569,경기도 부천시 오정동
1,5013025029,제주 영어교육도시 꿈에그린,A10025570,제주특별자치도 서귀포시 대정읍 보성리
2,4711325046,초곡화산샬레,A10025571,경상북도 포항북구 흥해읍 초곡리
,4215011700,강릉회산 한신더휴 아파트,A10025574,강원도 강릉시 회산동
,2915510600,주월빛여울채아파트,A10025575,광주광역시 남구 주월동
,2911011000,무등산 그린웰 로제비앙,A10025576,광주광역시 동구 산수동
,4374525032,증평송산대광로제비앙아파트,A10025577,충청북도 증평군 증평읍 송산리
,3120011800,블루마시티KCC스위첸아파트,A10025578,울산광역시 북구 산하동
0,4719035025,구미호반베르디움엘리트시티,A10025579,경상북도 구미시 산동면 신당리
9,2626010900,사직역삼정그린코아더베스트2차,A10025581,부산광역시 동래구 사직동
,4128113200,DMC 리슈빌더포레스트아파트,A10025582,경기도 고양덕양구 향동동
,4159013600,동탄2 아이파크A100BL,A10025583,경기도 화성시 장지동
,4136011100,별가람마을 1-2단지 아파트,A10025584,경기도 남양주시 별내동
11,2818510500,송도동일하이빌파크포레아파트,A10025586,인천광역시 연수구 동춘동
,4146311100,용인기흥 효성해링턴플레이스아파트,A10025587,경기도 용인기흥구 영덕동
,4283035024,양양우미린디오션,A10025588,강원도 양양군 강현면 강선리
,4113110800,위례포레스트사랑으로부영,A10025589,경기도 성남수정구 창곡동
,4159013600,동탄2 IPARK A99BL 아파트,A10025590,경기도 화성시 장지동
,4215011400,송정한신더휴아파트,A10025591,강원도 강릉시 송정동
,4146510600,성복역 KCC스위첸,A10025592,경기도 용인수지구 성복동
14,2629010600,대연자이 아파트,A10025593,부산광역시 남구 대연동
10,2818510500,송도 파크레인 동일하이빌아파트,A10025594,인천광역시 연수구 동춘동
,4122012700,배다리마을5단지,A10025595,경기도 평택시 죽백동
,4136011200,반도유보라 메이플타운 2,A10025596,경기도 남양주시 다산동
2,4719025029,태완노블리안,A10025598,경상북도 구미시 선산읍 교리
3,4715011400,김천센트럴자이,A10025599,경상북도 김천시 부곡동
0,1150010100,e편한세상 염창,A10025600,서울특별시 강서구 염창동
8,2729012300,대구대곡 LH천년나무1단지,A10025602,대구광역시 달서구 대곡동
,4159013400,힐스테이트동탄,A10025603,경기도 화성시 목동
9,2811014500,영종한신더휴스카이파크아파트,A10025604,인천광역시 중구 중산동
,4111313700,씨즈더원,A10025605,경기도 수원권선구 권선동
,4163011400,e편한세상 옥정 더퍼스트 아파트,A10025608,경기도 양주시 옥정동
,3120012600,울산송정호반베르디움아파트,A10025609,울산광역시 북구 송정동
,4119011500,부천옥길LH8단지,A10025610,경기도 부천시 옥길동
,4511312200,에코시티 데시앙7블럭,A10025611,전라북도 전주덕진구 송천동2가
,4511312200,에코시티데시앙12블럭,A10025612,전라북도 전주덕진구 송천동2가
2,5013010300,제주 서귀포 혁신도시 LH3단지,A10025613,제주특별자치도 서귀포시 서호동
7,1153011200,항동하버라인3단지,A10025614,서울특별시 구로구 항동
,2920010200,송정우방아이유쉘아파트,A10025617,광주광역시 광산구 도산동
,4139010600,시흥은계브리즈힐아파트,A10025618,경기도 시흥시 은행동
,3014011700,모아미래도리버뷰아파트,A10025619,대전광역시 중구 산성동
,4115010400,e편한세상신곡파크비스타,A10025620,경기도 의정부시 신곡동
,4111710700,영통아이파크캐슬1단지,A10025621,경기도 수원영통구 망포동
,4159013400,동탄 동원로얄듀크2차,A10025622,경기도 화성시 목동
12,4719012800,옥계세영리첼 더 프라임,A10025624,경상북도 구미시 옥계동
0,4825032000,김해센텀 두산위브더제니스,A10025625,경상남도 김해시 주촌면
,4143010600,의왕백운해링턴플레이스1단지,A10025627,경기도 의왕시 학의동
,4511312200,에코시티 더샵3차아파트,A10025628,전라북도 전주덕진구 송천동2가
11,4817013700,휴앤인 엘리시움,A10025629,경상남도 진주시 충무공동
,4511312300,전주 반월(2)LH아파트,A10025630,전라북도 전주덕진구 반월동
0,1144011400,마포 웨스트리버 태영데시앙아파트,A10025633,서울특별시 마포구 창전동
,4511312200,에코시티KCC스위첸,A10025635,전라북도 전주덕진구 송천동2가
,4122011000,이한렉스빌플러스,A10025636,경기도 평택시 지산동
15,1129013400,래미안길음센터피스,A10025638,서울특별시 성북구 길음동
,4143010600,의왕백운 해링턴플레이스 3단지,A10025639,경기도 의왕시 학의동
,4143010600,의왕백운 해링턴 플레이스 5단지,A10025640,경기도 의왕시 학의동
,4143010600,효성해링턴플레이스4단지,A10025644,경기도 의왕시 학의동
,4119010800,꿈마을건영서안아파트,A10025645,경기도 부천시 중동
0,2653010200,구남역동원로얄듀크,A10025647,부산광역시 사상구 모라동
11,4817012200,힐스테이트 초전,A10025648,경상남도 진주시 초전동
32,1147010100,신정이든채,A10025649,서울특별시 양천구 신정동
0,4711125631,오천서희스타힐스,A10025650,경상북도 포항남구 오천읍 구정리
,4139013200,배곧 중흥S-클래스아파트,A10025651,경기도 시흥시 정왕동
12,4717011000,용상화성파크드림,A10025652,경상북도 안동시 용상동
,3120012600,송정 제일풍경채,A10025653,울산광역시 북구 송정동
4,2726011400,수성알파시티동화아이위시,A10025655,대구광역시 수성구 시지동
10,4825025026,진영중흥S-클래스에코시티아파트,A10025656,경상남도 김해시 진영읍 진영리
3,1171011200,송파 두산위브아파트,A10025657,서울특별시 송파구 오금동
,4122025622,골든포트,A10025658,경기도 평택시 포승읍 도곡리
12,1138010900,응암역효성해링턴플레이스,A10025659,서울특별시 은평구 신사동
,4146110600,양우내안애에듀퍼스트,A10025660,경기도 용인처인구 고림동
,4139013200,시흥배곧센텀베이1차,A10025661,경기도 시흥시 정왕동
3,2626010400,동래꿈에그린아파트,A10025662,부산광역시 동래구 낙민동
,2920011600,광주 쌍암힐스테이트리버파크아파트,A10025663,광주광역시 광산구 쌍암동
,2917010900,운암2차 남양휴튼,A10025664,광주광역시 북구 운암동
3,4812311000,안민동 위드필하임아파트 ,A10025666,경상남도 창원성산구 안민동
,4145011000,미사강변센트럴풍경채아파트,A10025667,경기도 하남시 풍산동
,3120012600,반도유보라 아이비파크,A10025668,울산광역시 북구 송정동
,4128112800,서정마을12단지,A10025669,경기도 고양덕양구 행신동
,4129010900,과천래미안센트럴스위트,A10025670,경기도 과천시 별양동
,3171025325,양우내안애더퍼스트,A10025671,울산광역시 울주군 언양읍 송대리
,4146510500,신봉동 동도센트리움,A10025673,경기도 용인수지구 신봉동
,4146311600,동백하우스디카바나,A10025674,경기도 용인기흥구 중동
19,1168010300,래미안블레스티지,A10025675,서울특별시 강남구 개포동
,4139013200,배곧 센텀베이2차 아파트,A10025676,경기도 시흥시 정왕동
0,1138011400,은뜨락행복주택,A10025677,서울특별시 은평구 진관동
1,4825010900,김해외동협성엘리시안아파트,A10025678,경상남도 김해시 외동
,4146136022,양지포레스토리,A10025679,경기도 용인처인구 양지면 남곡리
