,종가,거래량,거래대금,변동 %
2011년 07월 29일,"2,133.21",328.77M,701335.4517K,-1.05%
2011년 07월 28일,"2,155.85",299.52M,645720.192K,-0.85%
2011년 07월 27일,"2,174.31",297.09M,645965.7579K,0.26%
2011년 07월 26일,"2,168.70",330.15M,715996.305K,0.85%
2011년 07월 25일,"2,150.48",341.97M,735399.6456K,-0.96%
2011년 07월 22일,"2,171.23",412.96M,896631.1408K,1.22%
2011년 07월 21일,"2,145.04",362.34M,777233.7936K,-0.46%
2011년 07월 20일,"2,154.95",373.91M,805757.3545K,1.16%
2011년 07월 19일,"2,130.21",303.46M,646433.5266K,-0.01%
2011년 07월 18일,"2,130.48",329.00M,700927.92K,-0.69%
2011년 07월 15일,"2,145.20",272.10M,583708.92K,0.71%
2011년 07월 14일,"2,130.07",307.42M,654826.1194K,0.02%
2011년 07월 13일,"2,129.64",306.09M,651861.5076K,0.94%
2011년 07월 12일,"2,109.73",286.42M,604268.8666K,-2.20%
2011년 07월 11일,"2,157.16",240.69M,519206.8404K,-1.06%
2011년 07월 08일,"2,180.35",323.02M,704296.657K,-0.01%
2011년 07월 07일,"2,180.59",355.59M,775395.9981K,0.43%
2011년 07월 06일,"2,171.19",275.94M,599118.1686K,0.44%
2011년 07월 05일,"2,161.75",284.88M,615839.34K,0.77%
2011년 07월 04일,"2,145.30",290.46M,623123.838K,0.92%
2011년 07월 01일,"2,125.74",273.41M,581198.5734K,1.19%
2011년 06월 30일,"2,100.69",257.29M,540486.5301K,0.30%
2011년 06월 29일,"2,094.42",256.15M,536485.683K,1.53%
2011년 06월 28일,"2,062.91",328.64M,677954.7424K,-0.36%
2011년 06월 27일,"2,070.29",246.53M,510388.5937K,-0.98%
2011년 06월 24일,"2,090.81",294.10M,614907.221K,1.70%
2011년 06월 23일,"2,055.86",259.64M,533783.4904K,-0.39%
2011년 06월 22일,"2,063.90",263.84M,544539.376K,0.77%
2011년 06월 21일,"2,048.17",278.61M,570640.6437K,1.41%
2011년 06월 20일,"2,019.65",229.18M,462863.387K,-0.60%
2011년 06월 17일,"2,031.93",282.48M,573979.5864K,-0.72%
2011년 06월 16일,"2,046.63",234.16M,479238.8808K,-1.91%
2011년 06월 15일,"2,086.53",229.16M,478149.2148K,0.47%
2011년 06월 14일,"2,076.83",209.52M,435137.4216K,1.37%
2011년 06월 13일,"2,048.74",218.48M,447608.7152K,0.10%
2011년 06월 10일,"2,046.67",265.87M,544148.1529K,-1.19%
2011년 06월 09일,"2,071.42",283.66M,587578.9972K,-0.57%
2011년 06월 08일,"2,083.35",281.37M,586192.1895K,-0.78%
2011년 06월 07일,"2,099.71",246.62M,517830.4802K,-0.65%
2011년 06월 03일,"2,113.47",264.11M,558188.5617K,-0.03%
2011년 06월 02일,"2,114.20",248.78M,525970.676K,-1.27%
2011년 06월 01일,"2,141.34",294.71M,631074.3114K,-0.05%
2011년 05월 31일,"2,142.47",303.26M,649725.4522K,2.32%
2011년 05월 30일,"2,093.79",213.19M,446375.0901K,-0.31%
2011년 05월 27일,"2,100.24",272.78M,572903.4672K,0.40%
2011년 05월 26일,"2,091.91",296.70M,620669.697K,2.75%
2011년 05월 25일,"2,035.87",344.97M,702314.0739K,-1.26%
2011년 05월 24일,"2,061.76",268.52M,553623.7952K,0.29%
2011년 05월 23일,"2,055.71",292.95M,602220.2445K,-2.64%
2011년 05월 20일,"2,111.50",282.78M,597089.97K,0.76%
2011년 05월 19일,"2,095.51",283.36M,593783.7136K,-1.89%
2011년 05월 18일,"2,135.78",259.99M,555281.4422K,1.59%
2011년 05월 17일,"2,102.41",300.78M,632362.8798K,-0.08%
2011년 05월 16일,"2,104.18",273.62M,575745.7316K,-0.75%
2011년 05월 13일,"2,120.08",397.07M,841820.1656K,-0.12%
2011년 05월 12일,"2,122.65",382.25M,811382.9625K,-2.03%
2011년 05월 11일,"2,166.63",378.04M,819072.8052K,1.28%
2011년 05월 09일,"2,139.17",253.93M,543199.4381K,-0.39%
2011년 05월 06일,"2,147.45",344.19M,739130.8155K,-1.52%
2011년 05월 04일,"2,180.64",393.74M,858605.1936K,-0.91%
2011년 05월 03일,"2,200.73",375.10M,825493.823K,-1.27%
2011년 05월 02일,"2,228.96",302.49M,674238.1104K,1.67%
2011년 04월 29일,"2,192.36",364.12M,798282.1232K,-0.72%
2011년 04월 28일,"2,208.35",354.85M,783632.9975K,0.07%
2011년 04월 27일,"2,206.70",423.20M,933875.44K,0.02%
2011년 04월 26일,"2,206.30",439.34M,969315.842K,-0.44%
2011년 04월 25일,"2,216.00",354.02M,784508.32K,0.83%
2011년 04월 22일,"2,197.82",390.81M,858930.0342K,-0.03%
2011년 04월 21일,"2,198.54",415.98M,914548.6692K,1.32%
2011년 04월 20일,"2,169.91",374.32M,812240.7112K,2.23%
2011년 04월 19일,"2,122.68",375.02M,796047.4536K,-0.70%
2011년 04월 18일,"2,137.72",358.28M,765902.3216K,-0.13%
2011년 04월 15일,"2,140.50",356.65M,763409.325K,-0.03%
2011년 04월 14일,"2,141.06",371.73M,795896.2338K,0.90%
2011년 04월 13일,"2,121.92",348.08M,738597.9136K,1.56%
2011년 04월 12일,"2,089.40",311.14M,650095.916K,-1.55%
2011년 04월 11일,"2,122.39",316.07M,670823.8073K,-0.26%
2011년 04월 08일,"2,127.97",392.84M,835951.7348K,0.27%
2011년 04월 07일,"2,122.14",382.81M,812376.4134K,-0.21%
2011년 04월 06일,"2,126.71",423.05M,899704.6655K,-0.17%
2011년 04월 05일,"2,130.43",327.66M,698056.6938K,0.69%
2011년 04월 04일,"2,115.87",301.80M,638569.566K,-0.24%
2011년 04월 01일,"2,121.01",337.94M,716774.1194K,0.68%
2011년 03월 31일,"2,106.70",317.89M,669698.863K,0.73%
2011년 03월 30일,"2,091.38",316.86M,662674.6668K,0.93%
2011년 03월 29일,"2,072.13",250.47M,519006.4011K,0.77%
2011년 03월 28일,"2,056.39",285.36M,586811.4504K,0.11%
2011년 03월 25일,"2,054.04",311.22M,639258.3288K,0.85%
2011년 03월 24일,"2,036.78",295.49M,601848.1222K,1.22%
2011년 03월 23일,"2,012.18",312.57M,628947.1026K,-0.07%
2011년 03월 22일,"2,013.66",304.11M,612374.1426K,0.51%
2011년 03월 21일,"2,003.42",292.26M,585519.5292K,1.13%
2011년 03월 18일,"1,981.13",291.30M,577103.169K,1.13%
2011년 03월 17일,"1,959.03",305.71M,598895.0613K,0.05%
2011년 03월 16일,"1,957.97",284.42M,556885.8274K,1.77%
2011년 03월 15일,"1,923.92",403.89M,777052.0488K,-2.40%
2011년 03월 14일,"1,971.23",388.62M,766059.4026K,0.80%
2011년 03월 11일,"1,955.54",267.17M,522461.6218K,-1.31%
2011년 03월 10일,"1,981.58",288.39M,571467.8562K,-0.99%
2011년 03월 09일,"2,001.47",315.36M,631183.5792K,0.26%
2011년 03월 08일,"1,996.32",304.75M,608378.52K,0.81%
2011년 03월 07일,"1,980.27",255.92M,506790.6984K,-1.22%
2011년 03월 04일,"2,004.68",334.58M,670725.8344K,1.73%
2011년 03월 03일,"1,970.66",284.83M,561303.0878K,2.20%
2011년 03월 02일,"1,928.24",207.67M,400437.6008K,-0.57%
2011년 02월 28일,"1,939.30",263.87M,511723.091K,-1.23%
2011년 02월 25일,"1,963.43",306.89M,602557.0327K,0.69%
2011년 02월 24일,"1,949.88",281.57M,549027.7116K,-0.60%
2011년 02월 23일,"1,961.63",308.59M,605339.4017K,-0.42%
2011년 02월 22일,"1,969.92",346.09M,681769.6128K,-1.76%
2011년 02월 21일,"2,005.30",324.24M,650198.472K,-0.39%
2011년 02월 18일,"2,013.14",493.97M,994430.7658K,1.82%
2011년 02월 17일,"1,977.22",340.28M,672808.4216K,-0.60%
2011년 02월 16일,"1,989.11",297.63M,592018.8093K,-1.06%
2011년 02월 15일,"2,010.52",275.03M,552953.3156K,-0.20%
2011년 02월 14일,"2,014.59",279.52M,563118.1968K,1.89%
2011년 02월 11일,"1,977.19",317.29M,627342.6151K,-1.56%
2011년 02월 10일,"2,008.50",309.76M,622152.96K,-1.81%
2011년 02월 09일,"2,045.58",333.19M,681566.8002K,-1.17%
2011년 02월 08일,"2,069.70",300.33M,621593.001K,-0.58%
2011년 02월 07일,"2,081.74",285.94M,595252.7356K,0.47%
2011년 02월 01일,"2,072.03",290.81M,602567.0443K,0.11%
2011년 01월 31일,"2,069.73",320.90M,664176.357K,-1.81%
2011년 01월 28일,"2,107.87",412.96M,870465.9952K,-0.34%
2011년 01월 27일,"2,115.01",358.86M,758992.4886K,0.22%
2011년 01월 26일,"2,110.46",369.36M,779519.5056K,1.14%
2011년 01월 25일,"2,086.67",420.96M,878404.6032K,0.22%
2011년 01월 24일,"2,082.16",340.24M,708434.1184K,0.59%
2011년 01월 21일,"2,069.92",395.40M,818446.368K,-1.74%
2011년 01월 20일,"2,106.66",335.46M,706700.1636K,-0.43%
2011년 01월 19일,"2,115.69",425.47M,900162.6243K,0.92%
2011년 01월 18일,"2,096.48",454.90M,953688.752K,-0.16%
2011년 01월 17일,"2,099.85",428.36M,899491.746K,-0.39%
2011년 01월 14일,"2,108.17",424.72M,895381.9624K,0.89%
2011년 01월 13일,"2,089.48",424.20M,886357.416K,-0.26%
2011년 01월 12일,"2,094.95",433.26M,907658.037K,0.32%
2011년 01월 11일,"2,088.32",410.95M,858195.104K,0.36%
2011년 01월 10일,"2,080.81",342.64M,712968.7384K,-0.26%
2011년 01월 07일,"2,086.20",335.56M,700045.272K,0.41%
2011년 01월 06일,"2,077.61",407.83M,847311.6863K,-0.24%
2011년 01월 05일,"2,082.55",386.06M,803989.253K,-0.12%
2011년 01월 04일,"2,085.14",415.91M,867230.5774K,0.73%
2011년 01월 03일,"2,070.08",354.08M,732973.9264K,0.93%
2010년 12월 30일,"2,051.00",305.88M,627359.88K,0.37%
2010년 12월 29일,"2,043.49",282.56M,577408.5344K,0.50%
2010년 12월 28일,"2,033.32",360.19M,732381.5308K,0.55%
2010년 12월 27일,"2,022.19",282.87M,572016.8853K,-0.37%
2010년 12월 24일,"2,029.60",317.44M,644276.224K,-0.39%
2010년 12월 23일,"2,037.53",341.07M,694940.3571K,-0.03%
2010년 12월 22일,"2,038.11",335.35M,683480.1885K,0.05%
2010년 12월 21일,"2,037.09",370.45M,754639.9905K,0.83%
2010년 12월 20일,"2,020.28",409.15M,826597.562K,-0.30%
2010년 12월 17일,"2,026.30",503.50M,1020242.05K,0.85%
2010년 12월 16일,"2,009.24",362.51M,728369.5924K,-0.41%
2010년 12월 15일,"2,017.48",490.27M,989109.9196K,0.42%
2010년 12월 14일,"2,009.05",396.59M,796769.1395K,0.62%
2010년 12월 13일,"1,996.59",385.63M,769945.0017K,0.53%
2010년 12월 10일,"1,986.14",373.86M,742538.3004K,-0.14%
2010년 12월 09일,"1,988.96",448.35M,891750.216K,1.70%
2010년 12월 08일,"1,955.72",496.39M,970799.8508K,-0.35%
2010년 12월 07일,"1,962.52",639.16M,1254364.283K,0.45%
2010년 12월 06일,"1,953.64",460.28M,899221.4192K,-0.18%
2010년 12월 03일,"1,957.26",438.58M,858415.0908K,0.36%
2010년 12월 02일,"1,950.26",439.00M,856164.14K,1.09%
2010년 12월 01일,"1,929.32",339.16M,654348.1712K,1.30%
2010년 11월 30일,"1,904.63",443.69M,845065.2847K,0.48%
2010년 11월 29일,"1,895.54",299.80M,568282.892K,-0.33%
2010년 11월 26일,"1,901.80",459.21M,873325.578K,-1.34%
2010년 11월 25일,"1,927.68",323.35M,623315.328K,0.09%
2010년 11월 24일,"1,925.98",451.50M,869579.97K,-0.15%
2010년 11월 23일,"1,928.94",377.79M,728734.2426K,-0.79%
2010년 11월 22일,"1,944.34",330.55M,642701.587K,0.17%
2010년 11월 19일,"1,940.96",292.69M,568099.5824K,0.68%
2010년 11월 18일,"1,927.86",271.42M,523259.7612K,1.62%
2010년 11월 17일,"1,897.11",293.29M,556403.3919K,-0.11%
2010년 11월 16일,"1,899.13",336.33M,638734.3929K,-0.77%
2010년 11월 15일,"1,913.81",303.80M,581415.478K,0.04%
2010년 11월 12일,"1,913.12",465.47M,890499.9664K,-0.08%
2010년 11월 11일,"1,914.73",373.18M,714538.9414K,-2.70%
2010년 11월 10일,"1,967.85",366.01M,720252.7785K,1.05%
2010년 11월 09일,"1,947.46",298.82M,581939.9972K,0.26%
2010년 11월 08일,"1,942.41",312.65M,607294.4865K,0.18%
2010년 11월 05일,"1,938.96",401.40M,778298.544K,-0.18%
2010년 11월 04일,"1,942.50",324.78M,630885.15K,0.34%
2010년 11월 03일,"1,935.97",358.98M,694974.5106K,0.93%
2010년 11월 02일,"1,918.04",340.83M,653725.5732K,0.17%
2010년 11월 01일,"1,914.74",343.30M,657330.242K,1.69%
2010년 10월 29일,"1,882.95",375.84M,707687.928K,-1.31%
2010년 10월 28일,"1,907.87",348.38M,664663.7506K,-0.09%
2010년 10월 27일,"1,909.54",392.95M,750353.743K,-0.51%
2010년 10월 26일,"1,919.41",351.86M,675363.6026K,0.19%
2010년 10월 25일,"1,915.71",408.17M,781935.3507K,0.97%
2010년 10월 22일,"1,897.31",348.42M,661060.7502K,1.21%
2010년 10월 21일,"1,874.69",414.87M,777752.6403K,0.23%
2010년 10월 20일,"1,870.44",367.89M,688116.1716K,0.71%
2010년 10월 19일,"1,857.32",426.77M,792648.4564K,-0.97%
2010년 10월 18일,"1,875.42",372.19M,698012.5698K,-1.41%
2010년 10월 15일,"1,902.29",369.33M,702572.7657K,0.13%
2010년 10월 14일,"1,899.76",375.10M,712599.976K,1.26%
2010년 10월 13일,"1,876.15",318.75M,598022.8125K,0.43%
2010년 10월 12일,"1,868.04",315.47M,589310.5788K,-1.16%
2010년 10월 11일,"1,889.91",341.19M,644818.3929K,-0.38%
2010년 10월 08일,"1,897.07",374.07M,709636.9749K,-0.20%
2010년 10월 07일,"1,900.85",398.96M,758363.116K,-0.16%
2010년 10월 06일,"1,903.95",392.06M,746462.637K,1.33%
2010년 10월 05일,"1,878.94",342.73M,643969.1062K,-0.02%
2010년 10월 04일,"1,879.29",392.50M,737621.325K,0.14%
2010년 10월 01일,"1,876.73",366.20M,687258.526K,0.21%
2010년 09월 30일,"1,872.81",353.55M,662131.9755K,0.34%
2010년 09월 29일,"1,866.45",359.93M,671791.3485K,0.56%
2010년 09월 28일,"1,855.97",357.14M,662841.1258K,-0.26%
2010년 09월 27일,"1,860.83",383.63M,713870.2129K,0.77%
2010년 09월 24일,"1,846.60",274.23M,506393.118K,0.76%
2010년 09월 20일,"1,832.63",242.70M,444779.301K,0.29%
2010년 09월 17일,"1,827.35",317.38M,579964.343K,0.86%
2010년 09월 16일,"1,811.85",336.25M,609234.5625K,-0.66%
2010년 09월 15일,"1,823.88",338.94M,618185.8872K,0.48%
2010년 09월 14일,"1,815.25",387.03M,702556.2075K,-0.20%
2010년 09월 13일,"1,818.86",386.84M,703607.8024K,0.90%
2010년 09월 10일,"1,802.58",340.65M,614048.877K,1.02%
2010년 09월 09일,"1,784.36",367.86M,656394.6696K,0.29%
2010년 09월 08일,"1,779.22",322.53M,573851.8266K,-0.48%
2010년 09월 07일,"1,787.74",316.86M,566463.2964K,-0.26%
2010년 09월 06일,"1,792.42",328.11M,588110.9262K,0.70%
2010년 09월 03일,"1,780.02",312.02M,555401.8404K,0.24%
2010년 09월 02일,"1,775.73",292.78M,519898.2294K,0.63%
2010년 09월 01일,"1,764.69",305.27M,538706.9163K,1.26%
2010년 08월 31일,"1,742.75",289.49M,504508.6975K,-0.99%
2010년 08월 30일,"1,760.13",247.36M,435385.7568K,1.77%
2010년 08월 27일,"1,729.56",245.58M,424745.3448K,-0.01%
2010년 08월 26일,"1,729.76",303.05M,524203.768K,-0.29%
2010년 08월 25일,"1,734.79",346.28M,600723.0812K,-1.46%
2010년 08월 24일,"1,760.53",401.70M,707204.901K,-0.41%
2010년 08월 23일,"1,767.71",330.34M,583945.3214K,-0.44%
2010년 08월 20일,"1,775.54",362.00M,642745.48K,-0.23%
2010년 08월 19일,"1,779.64",344.95M,613886.818K,1.00%
2010년 08월 18일,"1,761.99",371.48M,654544.0452K,0.40%
2010년 08월 17일,"1,755.03",427.00M,749397.81K,0.67%
2010년 08월 16일,"1,743.31",314.46M,548201.2626K,-0.17%
2010년 08월 13일,"1,746.24",278.60M,486502.464K,1.42%
2010년 08월 12일,"1,721.75",359.76M,619416.78K,-2.07%
2010년 08월 11일,"1,758.19",380.36M,668745.1484K,-1.29%
2010년 08월 10일,"1,781.13",301.06M,536226.9978K,-0.50%
2010년 08월 09일,"1,790.17",290.70M,520402.419K,0.36%
2010년 08월 06일,"1,783.83",336.26M,599830.6758K,0.00%
2010년 08월 05일,"1,783.86",338.14M,603194.4204K,-0.30%
2010년 08월 04일,"1,789.26",335.35M,600028.341K,-0.07%
2010년 08월 03일,"1,790.60",349.33M,625510.298K,0.47%
2010년 08월 02일,"1,782.27",332.86M,593246.3922K,1.30%
2010년 07월 30일,"1,759.33",370.94M,652605.8702K,-0.65%
2010년 07월 29일,"1,770.88",348.62M,617364.1856K,-0.15%
2010년 07월 28일,"1,773.47",325.70M,577619.179K,0.29%
2010년 07월 27일,"1,768.31",361.54M,639314.7974K,-0.04%
2010년 07월 26일,"1,769.07",320.60M,567163.842K,0.63%
2010년 07월 23일,"1,758.06",372.76M,655334.4456K,1.30%
2010년 07월 22일,"1,735.53",405.18M,703202.0454K,-0.76%
2010년 07월 21일,"1,748.78",375.93M,657418.8654K,0.69%
2010년 07월 20일,"1,736.77",308.03M,534977.2631K,0.28%
2010년 07월 19일,"1,731.95",282.11M,488600.4145K,-0.37%
2010년 07월 16일,"1,738.45",376.49M,654509.0405K,-0.73%
2010년 07월 15일,"1,751.29",392.85M,687994.2765K,-0.38%
2010년 07월 14일,"1,758.01",534.46M,939586.0246K,1.32%
2010년 07월 13일,"1,735.08",412.05M,714939.714K,0.06%
2010년 07월 12일,"1,734.05",345.88M,599773.214K,0.64%
2010년 07월 09일,"1,723.01",471.78M,812881.6578K,1.43%
2010년 07월 08일,"1,698.64",330.72M,561774.2208K,1.37%
2010년 07월 07일,"1,675.65",345.70M,579272.205K,-0.55%
2010년 07월 06일,"1,684.94",337.49M,568650.4006K,0.57%
2010년 07월 05일,"1,675.37",356.62M,597470.4494K,0.21%
2010년 07월 02일,"1,671.82",344.94M,576677.5908K,-0.86%
2010년 07월 01일,"1,686.24",327.66M,552513.3984K,-0.71%
2010년 06월 30일,"1,698.29",341.74M,580373.6246K,-0.55%
2010년 06월 29일,"1,707.76",381.28M,651134.7328K,-1.40%
2010년 06월 28일,"1,732.03",346.98M,600979.7694K,0.13%
2010년 06월 25일,"1,729.84",303.71M,525369.7064K,-0.58%
2010년 06월 24일,"1,739.87",313.78M,545936.4086K,0.81%
2010년 06월 23일,"1,725.82",371.81M,641677.1342K,-0.33%
2010년 06월 22일,"1,731.48",404.66M,700660.6968K,-0.47%
2010년 06월 21일,"1,739.68",391.91M,681797.9888K,1.62%
2010년 06월 18일,"1,711.95",293.74M,502868.193K,0.24%
2010년 06월 17일,"1,707.92",369.77M,631537.5784K,0.15%
2010년 06월 16일,"1,705.33",379.96M,647957.1868K,0.91%
2010년 06월 15일,"1,690.03",347.78M,587758.6334K,-0.03%
2010년 06월 14일,"1,690.60",373.94M,632182.964K,0.91%
2010년 06월 11일,"1,675.34",369.42M,618904.1028K,1.43%
2010년 06월 10일,"1,651.70",307.93M,508607.981K,0.27%
2010년 06월 09일,"1,647.22",315.11M,519055.4942K,-0.26%
2010년 06월 08일,"1,651.48",280.29M,462893.3292K,0.82%
2010년 06월 07일,"1,637.97",300.88M,492832.4136K,-1.57%
2010년 06월 04일,"1,664.13",286.09M,476090.9517K,0.14%
2010년 06월 03일,"1,661.84",308.76M,513109.7184K,1.93%
2010년 06월 01일,"1,630.40",314.10M,512108.64K,-0.66%
2010년 05월 31일,"1,641.25",299.38M,491357.425K,1.14%
2010년 05월 28일,"1,622.78",315.90M,512636.202K,0.95%
2010년 05월 27일,"1,607.50",357.56M,574777.7K,1.60%
2010년 05월 26일,"1,582.12",358.16M,566652.0992K,1.36%
2010년 05월 25일,"1,560.83",475.23M,741753.2409K,-2.75%
2010년 05월 24일,"1,604.93",270.82M,434647.1426K,0.30%
2010년 05월 20일,"1,600.18",358.18M,573152.4724K,-1.83%
2010년 05월 19일,"1,630.08",417.50M,680558.4K,-0.80%
2010년 05월 18일,"1,643.24",493.34M,810676.0216K,-0.50%
2010년 05월 17일,"1,651.51",402.48M,664699.7448K,-2.60%
2010년 05월 14일,"1,695.63",432.90M,734038.227K,0.06%
2010년 05월 13일,"1,694.58",400.38M,678475.9404K,1.90%
2010년 05월 12일,"1,663.03",453.19M,753668.5657K,-0.43%
2010년 05월 11일,"1,670.24",457.06M,763399.8944K,-0.44%
2010년 05월 10일,"1,677.63",383.50M,643371.105K,1.83%
2010년 05월 07일,"1,647.50",456.38M,751886.05K,-2.21%
2010년 05월 06일,"1,684.71",448.57M,755710.3647K,-1.98%
2010년 05월 04일,"1,718.75",380.99M,654826.5625K,-0.14%
2010년 05월 03일,"1,721.21",414.10M,712753.061K,-1.17%
2010년 04월 30일,"1,741.56",412.07M,717644.6292K,0.76%
2010년 04월 29일,"1,728.42",446.71M,772102.4982K,-0.32%
2010년 04월 28일,"1,733.91",399.81M,693234.5571K,-0.89%
2010년 04월 27일,"1,749.55",432.38M,756470.429K,-0.15%
2010년 04월 26일,"1,752.20",420.57M,736922.754K,0.87%
2010년 04월 23일,"1,737.03",463.21M,804609.6663K,-0.14%
2010년 04월 22일,"1,739.52",528.08M,918605.7216K,-0.46%
2010년 04월 21일,"1,747.58",535.04M,935025.2032K,1.72%
2010년 04월 20일,"1,718.03",522.27M,897275.5281K,0.75%
2010년 04월 19일,"1,705.30",367.56M,626800.068K,-1.68%
2010년 04월 16일,"1,734.49",381.11M,661031.4839K,-0.54%
2010년 04월 15일,"1,743.91",464.87M,810691.4417K,0.49%
2010년 04월 14일,"1,735.33",431.59M,748951.0747K,1.45%
2010년 04월 13일,"1,710.59",369.62M,632268.2758K,0.02%
2010년 04월 12일,"1,710.30",416.64M,712579.392K,-0.82%
2010년 04월 09일,"1,724.47",452.53M,780374.4091K,-0.54%
2010년 04월 08일,"1,733.78",362.55M,628581.939K,0.42%
2010년 04월 07일,"1,726.60",399.75M,690208.35K,0.03%
2010년 04월 06일,"1,726.09",420.90M,726511.281K,0.06%
2010년 04월 05일,"1,724.99",426.89M,736380.9811K,0.09%
2010년 04월 02일,"1,723.49",355.09M,611994.0641K,0.25%
2010년 04월 01일,"1,719.17",296.99M,510576.2983K,1.55%
2010년 03월 31일,"1,692.85",328.32M,555796.512K,-0.43%
2010년 03월 30일,"1,700.19",321.04M,545828.9976K,0.48%
2010년 03월 29일,"1,691.99",339.61M,574616.7239K,-0.34%
2010년 03월 26일,"1,697.72",397.62M,675047.4264K,0.55%
2010년 03월 25일,"1,688.39",389.69M,657948.6991K,0.44%
2010년 03월 24일,"1,681.01",371.52M,624528.8352K,-0.05%
2010년 03월 23일,"1,681.82",414.29M,696761.2078K,0.55%
2010년 03월 22일,"1,672.67",347.60M,581420.092K,-0.80%
2010년 03월 19일,"1,686.11",441.81M,744940.2591K,0.65%
2010년 03월 18일,"1,675.17",434.50M,727861.365K,-0.46%
2010년 03월 17일,"1,682.86",606.00M,1019813.16K,2.11%
2010년 03월 16일,"1,648.01",512.56M,844704.0056K,-0.09%
2010년 03월 15일,"1,649.50",343.81M,567114.595K,-0.80%
2010년 03월 12일,"1,662.74",369.51M,614399.0574K,0.37%
2010년 03월 11일,"1,656.62",529.00M,876351.98K,-0.34%
2010년 03월 10일,"1,662.24",500.08M,831252.9792K,0.08%
2010년 03월 09일,"1,660.83",634.71M,1054145.409K,0.05%
2010년 03월 08일,"1,660.04",367.81M,610579.3124K,1.56%
2010년 03월 05일,"1,634.57",344.08M,562422.8456K,1.01%
2010년 03월 04일,"1,618.20",383.04M,619835.328K,-0.26%
2010년 03월 03일,"1,622.44",403.47M,654605.8668K,0.45%
2010년 03월 02일,"1,615.12",415.10M,670436.312K,1.29%
2010년 02월 26일,"1,594.58",331.76M,529017.8608K,0.45%
2010년 02월 25일,"1,587.51",403.21M,640099.9071K,-1.57%
2010년 02월 24일,"1,612.83",390.68M,630100.4244K,-0.99%
2010년 02월 23일,"1,628.90",352.02M,573405.378K,0.11%
2010년 02월 22일,"1,627.10",307.16M,499780.036K,2.08%
2010년 02월 19일,"1,593.90",345.77M,551122.803K,-1.68%
2010년 02월 18일,"1,621.19",313.98M,509021.2362K,-0.38%
2010년 02월 17일,"1,627.43",383.62M,624314.6966K,1.65%
2010년 02월 16일,"1,601.05",275.27M,440721.0335K,0.46%
2010년 02월 12일,"1,593.66",292.26M,465763.0716K,-0.26%
2010년 02월 11일,"1,597.81",393.76M,629153.6656K,1.76%
2010년 02월 10일,"1,570.12",436.12M,684760.7344K,-0.02%
