,종가,오픈,고가,저가,거래량,변동 %,거래대금
2011년 11월 17일,"1,876.67","1,862.87","1,876.88","1,835.73",353.14M,1.11%,662727.2438K
2011년 11월 16일,"1,856.07","1,898.14","1,911.33","1,853.13",407.76M,-1.59%,756831.1032K
2011년 11월 15일,"1,886.12","1,888.67","1,900.58","1,878.42",361.43M,-0.88%,681700.3516K
2011년 11월 14일,"1,902.81","1,889.33","1,907.62","1,889.33",327.27M,2.11%,622732.6287K
2011년 11월 11일,"1,863.45","1,840.98","1,863.46","1,823.87",296.91M,2.77%,553276.9395K
2011년 11월 10일,"1,813.25","1,860.96","1,862.27","1,813.25",401.93M,-4.94%,728799.5725K
2011년 11월 09일,"1,907.53","1,925.86","1,929.65","1,897.47",434.62M,0.23%,829050.6886K
2011년 11월 08일,"1,903.14","1,927.89","1,928.07","1,900.09",403.21M,-0.83%,767365.0794K
2011년 11월 07일,"1,919.10","1,932.95","1,932.95","1,915.38",349.70M,-0.48%,671109.27K
2011년 11월 04일,"1,928.41","1,911.56","1,929.01","1,906.33",466.60M,3.13%,899796.106K
2011년 11월 03일,"1,869.96","1,895.14","1,895.14","1,863.57",436.42M,-1.48%,816087.9432K
2011년 11월 02일,"1,898.01","1,870.51","1,899.35","1,859.83",389.59M,-0.61%,739445.7159K
2011년 11월 01일,"1,909.63","1,891.22","1,925.08","1,891.22",353.63M,0.03%,675302.4569K
2011년 10월 31일,"1,909.03","1,922.31","1,941.32","1,902.04",393.70M,-1.06%,751585.111K
2011년 10월 28일,"1,929.48","1,961.09","1,963.74","1,920.81",508.76M,0.39%,981642.2448K
2011년 10월 27일,"1,922.04","1,906.16","1,923.98","1,891.23",418.28M,1.46%,803950.8912K
2011년 10월 26일,"1,894.31","1,871.69","1,896.02","1,864.99",384.79M,0.30%,728911.5449K
2011년 10월 25일,"1,888.65","1,900.99","1,905.78","1,883.68",354.77M,-0.51%,670036.3605K
2011년 10월 24일,"1,898.32","1,858.26","1,898.32","1,858.23",373.90M,3.26%,709781.848K
2011년 10월 21일,"1,838.38","1,831.89","1,843.51","1,809.42",355.18M,1.84%,652955.8084K
2011년 10월 20일,"1,805.09","1,857.46","1,870.50","1,804.11",349.12M,-2.74%,630193.0208K
2011년 10월 19일,"1,855.92","1,851.84","1,855.93","1,834.38",340.01M,0.93%,631031.3592K
2011년 10월 18일,"1,838.90","1,826.44","1,845.18","1,822.91",323.46M,-1.41%,594810.594K
2011년 10월 17일,"1,865.18","1,855.72","1,865.18","1,845.43",367.74M,1.62%,685901.2932K
2011년 10월 14일,"1,835.40","1,816.19","1,839.19","1,803.42",349.01M,0.67%,640572.954K
2011년 10월 13일,"1,823.10","1,831.95","1,837.49","1,823.10",431.55M,0.75%,786758.805K
2011년 10월 12일,"1,809.50","1,789.65","1,810.51","1,778.97",355.35M,0.81%,643005.825K
2011년 10월 11일,"1,795.02","1,810.36","1,811.14","1,792.78",399.98M,1.62%,717972.0996K
2011년 10월 10일,"1,766.44","1,763.30","1,783.37","1,761.68",274.64M,0.38%,485135.0816K
2011년 10월 07일,"1,759.77","1,751.55","1,765.43","1,747.42",334.73M,2.89%,589047.8121K
2011년 10월 06일,"1,710.32","1,714.84","1,733.70","1,707.77",352.62M,2.63%,603093.0384K
2011년 10월 05일,"1,666.52","1,718.52","1,718.52","1,659.31",336.30M,-2.33%,560450.676K
2011년 10월 04일,"1,706.19","1,683.94","1,706.45","1,658.06",301.54M,-3.59%,514484.5326K
2011년 09월 30일,"1,769.65","1,759.52","1,774.29","1,742.89",354.16M,0.02%,626739.244K
2011년 09월 29일,"1,769.29","1,713.10","1,769.75","1,706.90",373.92M,2.68%,661572.9168K
2011년 09월 28일,"1,723.09","1,751.04","1,762.67","1,723.08",344.43M,-0.73%,593483.8887K
2011년 09월 27일,"1,735.71","1,704.25","1,735.71","1,695.05",339.82M,5.02%,589828.9722K
2011년 09월 26일,"1,652.71","1,720.50","1,721.03","1,644.11",424.26M,-2.64%,701178.7446K
2011년 09월 23일,"1,697.44","1,736.38","1,743.49","1,697.39",411.84M,-5.73%,699073.6896K
2011년 09월 22일,"1,800.55","1,807.24","1,819.81","1,785.69",295.39M,-2.90%,531864.4645K
2011년 09월 21일,"1,854.28","1,842.17","1,869.77","1,831.95",297.58M,0.89%,551796.6424K
2011년 09월 20일,"1,837.97","1,819.84","1,840.73","1,793.75",321.24M,0.94%,590429.4828K
2011년 09월 19일,"1,820.94","1,818.90","1,839.82","1,813.10",335.58M,-1.04%,611071.0452K
2011년 09월 16일,"1,840.10","1,819.45","1,844.52","1,807.62",430.07M,3.72%,791371.807K
2011년 09월 15일,"1,774.08","1,797.18","1,806.63","1,742.91",392.10M,1.42%,695616.768K
2011년 09월 14일,"1,749.16","1,804.09","1,807.47","1,743.78",339.70M,-3.52%,594189.652K
2011년 09월 09일,"1,812.93","1,817.10","1,847.05","1,812.90",331.92M,-1.83%,601747.7256K
2011년 09월 08일,"1,846.64","1,858.05","1,858.05","1,826.44",416.66M,0.72%,769421.0224K
2011년 09월 07일,"1,833.46","1,811.60","1,833.54","1,798.79",417.89M,3.78%,766184.5994K
2011년 09월 06일,"1,766.71","1,752.98","1,790.47","1,744.03",505.30M,-1.07%,892718.563K
2011년 09월 05일,"1,785.83","1,829.30","1,829.75","1,785.82",414.04M,-4.39%,739405.0532K
2011년 09월 02일,"1,867.75","1,872.62","1,890.86","1,853.70",442.56M,-0.69%,826591.44K
2011년 09월 01일,"1,880.70","1,887.21","1,928.40","1,877.40",500.40M,0.03%,941102.28K
2011년 08월 31일,"1,880.11","1,846.89","1,880.11","1,837.82",410.35M,1.97%,771503.1385K
2011년 08월 30일,"1,843.82","1,853.77","1,863.51","1,835.65",493.17M,0.78%,909316.7094K
2011년 08월 29일,"1,829.50","1,807.60","1,836.66","1,787.29",339.10M,2.84%,620383.45K
2011년 08월 26일,"1,778.95","1,754.39","1,782.90","1,754.39",310.99M,0.81%,553235.6605K
2011년 08월 25일,"1,764.58","1,791.08","1,803.77","1,762.79",398.18M,0.56%,702620.4644K
2011년 08월 24일,"1,754.78","1,788.39","1,799.11","1,744.07",412.56M,-1.23%,723952.0368K
2011년 08월 23일,"1,776.68","1,735.23","1,781.92","1,719.97",428.46M,3.86%,761236.3128K
2011년 08월 22일,"1,710.70","1,756.59","1,763.64","1,704.54",420.27M,-1.96%,718955.889K
2011년 08월 19일,"1,744.88","1,789.78","1,797.18","1,744.86",503.84M,-6.22%,879140.3392K
2011년 08월 18일,"1,860.58","1,891.82","1,894.94","1,833.34",503.35M,-1.70%,936522.943K
2011년 08월 17일,"1,892.67","1,868.85","1,906.61","1,868.60",430.98M,0.68%,815702.9166K
2011년 08월 16일,"1,879.87","1,850.53","1,879.87","1,848.82",423.45M,4.83%,796030.9515K
2011년 08월 12일,"1,793.31","1,844.13","1,847.12","1,788.97",468.85M,-1.33%,840793.3935K
2011년 08월 11일,"1,817.44","1,733.92","1,832.48","1,733.92",438.90M,0.62%,797674.416K
2011년 08월 10일,"1,806.24","1,877.40","1,877.40","1,802.29",486.31M,0.27%,878392.5744K
2011년 08월 09일,"1,801.35","1,807.88","1,828.63","1,684.68",684.99M,-3.64%,1233906.737K
2011년 08월 08일,"1,869.45","1,916.57","1,939.92","1,800.00",571.11M,-3.82%,1067661.59K
2011년 08월 05일,"1,943.75","1,937.17","1,966.73","1,920.67",480.97M,-3.70%,934885.4375K
2011년 08월 04일,"2,018.47","2,067.17","2,071.03","2,015.23",356.39M,-2.31%,719362.5233K
2011년 08월 03일,"2,066.26","2,079.19","2,080.76","2,056.53",434.48M,-2.59%,897748.6448K
2011년 08월 02일,"2,121.27","2,152.85","2,155.44","2,114.75",350.31M,-2.35%,743102.0937K
2011년 08월 01일,"2,172.31","2,160.09","2,173.28","2,158.24",262.85M,1.83%,570991.6835K
2011년 07월 29일,"2,133.21","2,159.27","2,159.27","2,133.21",328.77M,-1.05%,701335.4517K
2011년 07월 28일,"2,155.85","2,138.61","2,160.44","2,138.61",299.52M,-0.85%,645720.192K
2011년 07월 27일,"2,174.31","2,152.66","2,174.73","2,151.84",297.09M,0.26%,645965.7579K
2011년 07월 26일,"2,168.70","2,163.08","2,168.70","2,148.22",330.15M,0.85%,715996.305K
2011년 07월 25일,"2,150.48","2,154.00","2,158.35","2,146.99",341.97M,-0.96%,735399.6456K
2011년 07월 22일,"2,171.23","2,162.00","2,171.24","2,153.49",412.96M,1.22%,896631.1408K
2011년 07월 21일,"2,145.04","2,153.94","2,155.49","2,135.66",362.34M,-0.46%,777233.7936K
2011년 07월 20일,"2,154.95","2,158.88","2,164.22","2,149.25",373.91M,1.16%,805757.3545K
2011년 07월 19일,"2,130.21","2,127.13","2,140.44","2,123.43",303.46M,-0.01%,646433.5266K
2011년 07월 18일,"2,130.48","2,149.97","2,149.97","2,121.73",329.00M,-0.69%,700927.92K
2011년 07월 15일,"2,145.20","2,123.57","2,145.20","2,123.00",272.10M,0.71%,583708.92K
2011년 07월 14일,"2,130.07","2,119.06","2,130.08","2,105.24",307.42M,0.02%,654826.1194K
2011년 07월 13일,"2,129.64","2,117.12","2,129.64","2,107.63",306.09M,0.94%,651861.5076K
2011년 07월 12일,"2,109.73","2,131.07","2,136.98","2,107.95",286.42M,-2.20%,604268.8666K
2011년 07월 11일,"2,157.16","2,167.94","2,171.29","2,151.84",240.69M,-1.06%,519206.8404K
2011년 07월 08일,"2,180.35","2,192.83","2,192.83","2,173.96",323.02M,-0.01%,704296.657K
2011년 07월 07일,"2,180.59","2,167.18","2,184.94","2,165.15",355.59M,0.43%,775395.9981K
2011년 07월 06일,"2,171.19","2,156.94","2,171.19","2,155.33",275.94M,0.44%,599118.1686K
2011년 07월 05일,"2,161.75","2,149.40","2,163.37","2,145.87",284.88M,0.77%,615839.34K
2011년 07월 04일,"2,145.30","2,143.24","2,153.29","2,141.98",290.46M,0.92%,623123.838K
2011년 07월 01일,"2,125.74","2,120.03","2,131.67","2,116.68",273.41M,1.19%,581198.5734K
2011년 06월 30일,"2,100.69","2,103.59","2,105.47","2,091.09",257.29M,0.30%,540486.5301K
2011년 06월 29일,"2,094.42","2,097.87","2,098.95","2,081.71",256.15M,1.53%,536485.683K
2011년 06월 28일,"2,062.91","2,092.94","2,099.94","2,062.91",328.64M,-0.36%,677954.7424K
2011년 06월 27일,"2,070.29","2,076.01","2,076.94","2,058.40",246.53M,-0.98%,510388.5937K
2011년 06월 24일,"2,090.81","2,063.92","2,090.82","2,062.26",294.10M,1.70%,614907.221K
2011년 06월 23일,"2,055.86","2,048.06","2,064.96","2,048.06",259.64M,-0.39%,533783.4904K
2011년 06월 22일,"2,063.90","2,066.91","2,074.46","2,059.36",263.84M,0.77%,544539.376K
2011년 06월 21일,"2,048.17","2,041.15","2,051.19","2,015.86",278.61M,1.41%,570640.6437K
2011년 06월 20일,"2,019.65","2,034.35","2,047.12","2,017.52",229.18M,-0.60%,462863.387K
2011년 06월 17일,"2,031.93","2,057.46","2,058.67","2,008.84",282.48M,-0.72%,573979.5864K
2011년 06월 16일,"2,046.63","2,057.16","2,068.17","2,043.81",234.16M,-1.91%,479238.8808K
2011년 06월 15일,"2,086.53","2,087.96","2,091.00","2,064.82",229.16M,0.47%,478149.2148K
2011년 06월 14일,"2,076.83","2,045.22","2,082.25","2,040.69",209.52M,1.37%,435137.4216K
2011년 06월 13일,"2,048.74","2,030.54","2,057.65","2,025.42",218.48M,0.10%,447608.7152K
2011년 06월 10일,"2,046.67","2,085.85","2,093.94","2,045.24",265.87M,-1.19%,544148.1529K
2011년 06월 09일,"2,071.42","2,076.70","2,088.82","2,067.58",283.66M,-0.57%,587578.9972K
2011년 06월 08일,"2,083.35","2,102.97","2,109.11","2,068.78",281.37M,-0.78%,586192.1895K
2011년 06월 07일,"2,099.71","2,093.45","2,106.85","2,091.26",246.62M,-0.65%,517830.4802K
2011년 06월 03일,"2,113.47","2,123.47","2,131.93","2,108.75",264.11M,-0.03%,558188.5617K
2011년 06월 02일,"2,114.20","2,098.37","2,126.80","2,093.97",248.78M,-1.27%,525970.676K
2011년 06월 01일,"2,141.34","2,142.67","2,152.95","2,132.85",294.71M,-0.05%,631074.3114K
2011년 05월 31일,"2,142.47","2,104.16","2,146.79","2,102.77",303.26M,2.32%,649725.4522K
2011년 05월 30일,"2,093.79","2,115.27","2,116.13","2,085.75",213.19M,-0.31%,446375.0901K
2011년 05월 27일,"2,100.24","2,087.36","2,111.36","2,085.24",272.78M,0.40%,572903.4672K
2011년 05월 26일,"2,091.91","2,059.93","2,094.35","2,056.49",296.70M,2.75%,620669.697K
2011년 05월 25일,"2,035.87","2,073.53","2,082.12","2,030.68",344.97M,-1.26%,702314.0739K
2011년 05월 24일,"2,061.76","2,052.44","2,070.64","2,048.55",268.52M,0.29%,553623.7952K
2011년 05월 23일,"2,055.71","2,100.44","2,100.44","2,055.71",292.95M,-2.64%,602220.2445K
2011년 05월 20일,"2,111.50","2,101.45","2,112.48","2,084.06",282.78M,0.76%,597089.97K
2011년 05월 19일,"2,095.51","2,141.29","2,143.41","2,092.61",283.36M,-1.89%,593783.7136K
2011년 05월 18일,"2,135.78","2,110.70","2,138.72","2,106.41",259.99M,1.59%,555281.4422K
2011년 05월 17일,"2,102.41","2,103.82","2,111.44","2,092.32",300.78M,-0.08%,632362.8798K
2011년 05월 16일,"2,104.18","2,104.67","2,115.25","2,097.16",273.62M,-0.75%,575745.7316K
2011년 05월 13일,"2,120.08","2,133.99","2,134.53","2,103.06",397.07M,-0.12%,841820.1656K
2011년 05월 12일,"2,122.65","2,139.24","2,149.42","2,122.60",382.25M,-2.03%,811382.9625K
2011년 05월 11일,"2,166.63","2,161.44","2,166.63","2,144.94",378.04M,1.28%,819072.8052K
2011년 05월 09일,"2,139.17","2,157.95","2,161.93","2,136.59",253.93M,-0.39%,543199.4381K
2011년 05월 06일,"2,147.45","2,153.50","2,156.81","2,133.97",344.19M,-1.52%,739130.8155K
2011년 05월 04일,"2,180.64","2,196.90","2,201.69","2,173.21",393.74M,-0.91%,858605.1936K
2011년 05월 03일,"2,200.73","2,224.40","2,228.04","2,188.11",375.10M,-1.27%,825493.823K
2011년 05월 02일,"2,228.96","2,203.09","2,229.09","2,202.92",302.49M,1.67%,674238.1104K
2011년 04월 29일,"2,192.36","2,211.33","2,219.60","2,177.80",364.12M,-0.72%,798282.1232K
2011년 04월 28일,"2,208.35","2,215.42","2,225.35","2,194.15",354.85M,0.07%,783632.9975K
2011년 04월 27일,"2,206.70","2,225.95","2,231.47","2,191.82",423.20M,0.02%,933875.44K
2011년 04월 26일,"2,206.30","2,219.47","2,222.56","2,196.76",439.34M,-0.44%,969315.842K
2011년 04월 25일,"2,216.00","2,205.20","2,218.07","2,199.27",354.02M,0.83%,784508.32K
2011년 04월 22일,"2,197.82","2,203.04","2,208.06","2,190.87",390.81M,-0.03%,858930.0342K
2011년 04월 21일,"2,198.54","2,190.64","2,211.36","2,183.52",415.98M,1.32%,914548.6692K
2011년 04월 20일,"2,169.91","2,146.38","2,169.94","2,138.80",374.32M,2.23%,812240.7112K
2011년 04월 19일,"2,122.68","2,117.94","2,136.95","2,111.60",375.02M,-0.70%,796047.4536K
2011년 04월 18일,"2,137.72","2,146.83","2,149.45","2,128.02",358.28M,-0.13%,765902.3216K
2011년 04월 15일,"2,140.50","2,136.27","2,142.71","2,126.59",356.65M,-0.03%,763409.325K
2011년 04월 14일,"2,141.06","2,116.49","2,141.07","2,109.63",371.73M,0.90%,795896.2338K
2011년 04월 13일,"2,121.92","2,091.68","2,121.93","2,081.98",348.08M,1.56%,738597.9136K
2011년 04월 12일,"2,089.40","2,117.21","2,117.21","2,088.67",311.14M,-1.55%,650095.916K
2011년 04월 11일,"2,122.39","2,127.20","2,135.33","2,115.89",316.07M,-0.26%,670823.8073K
2011년 04월 08일,"2,127.97","2,119.01","2,135.98","2,118.72",392.84M,0.27%,835951.7348K
2011년 04월 07일,"2,122.14","2,133.31","2,135.73","2,111.54",382.81M,-0.21%,812376.4134K
2011년 04월 06일,"2,126.71","2,129.13","2,136.29","2,119.66",423.05M,-0.17%,899704.6655K
2011년 04월 05일,"2,130.43","2,118.08","2,130.43","2,107.78",327.66M,0.69%,698056.6938K
2011년 04월 04일,"2,115.87","2,124.37","2,125.53","2,103.82",301.80M,-0.24%,638569.566K
2011년 04월 01일,"2,121.01","2,107.67","2,121.02","2,101.83",337.94M,0.68%,716774.1194K
2011년 03월 31일,"2,106.70","2,098.09","2,106.74","2,089.12",317.89M,0.73%,669698.863K
2011년 03월 30일,"2,091.38","2,075.91","2,100.20","2,074.26",316.86M,0.93%,662674.6668K
2011년 03월 29일,"2,072.13","2,052.87","2,072.13","2,050.09",250.47M,0.77%,519006.4011K
2011년 03월 28일,"2,056.39","2,054.28","2,059.92","2,043.99",285.36M,0.11%,586811.4504K
2011년 03월 25일,"2,054.04","2,058.35","2,060.29","2,041.72",311.22M,0.85%,639258.3288K
2011년 03월 24일,"2,036.78","2,022.26","2,036.93","2,022.08",295.49M,1.22%,601848.1222K
2011년 03월 23일,"2,012.18","2,019.18","2,022.14","2,005.59",312.57M,-0.07%,628947.1026K
2011년 03월 22일,"2,013.66","2,012.48","2,016.27","2,004.36",304.11M,0.51%,612374.1426K
2011년 03월 21일,"2,003.42","1,985.47","2,005.32","1,985.15",292.26M,1.13%,585519.5292K
2011년 03월 18일,"1,981.13","1,963.17","1,988.04","1,960.49",291.30M,1.13%,577103.169K
2011년 03월 17일,"1,959.03","1,921.59","1,961.09","1,919.13",305.71M,0.05%,598895.0613K
2011년 03월 16일,"1,957.97","1,951.68","1,965.15","1,931.38",284.42M,1.77%,556885.8274K
2011년 03월 15일,"1,923.92","1,966.82","1,985.82","1,882.09",403.89M,-2.40%,777052.0488K
2011년 03월 14일,"1,971.23","1,949.08","1,971.23","1,928.99",388.62M,0.80%,766059.4026K
2011년 03월 11일,"1,955.54","1,956.34","1,970.70","1,949.32",267.17M,-1.31%,522461.6218K
2011년 03월 10일,"1,981.58","1,999.38","2,001.27","1,973.88",288.39M,-0.99%,571467.8562K
2011년 03월 09일,"2,001.47","2,007.79","2,016.68","1,991.52",315.36M,0.26%,631183.5792K
2011년 03월 08일,"1,996.32","1,984.08","2,007.24","1,974.73",304.75M,0.81%,608378.52K
2011년 03월 07일,"1,980.27","1,996.48","2,005.43","1,978.13",255.92M,-1.22%,506790.6984K
2011년 03월 04일,"2,004.68","1,989.88","2,008.89","1,984.15",334.58M,1.73%,670725.8344K
2011년 03월 03일,"1,970.66","1,942.24","1,970.66","1,941.23",284.83M,2.20%,561303.0878K
2011년 03월 02일,"1,928.24","1,922.38","1,940.78","1,921.34",207.67M,-0.57%,400437.6008K
2011년 02월 28일,"1,939.30","1,954.40","1,958.59","1,935.93",263.87M,-1.23%,511723.091K
2011년 02월 25일,"1,963.43","1,956.02","1,965.48","1,941.15",306.89M,0.69%,602557.0327K
2011년 02월 24일,"1,949.88","1,957.63","1,970.66","1,945.41",281.57M,-0.60%,549027.7116K
2011년 02월 23일,"1,961.63","1,962.70","1,977.99","1,951.75",308.59M,-0.42%,605339.4017K
2011년 02월 22일,"1,969.92","1,978.34","1,982.70","1,958.77",346.09M,-1.76%,681769.6128K
2011년 02월 21일,"2,005.30","2,014.15","2,014.98","1,991.70",324.24M,-0.39%,650198.472K
2011년 02월 18일,"2,013.14","1,989.24","2,015.78","1,981.75",493.97M,1.82%,994430.7658K
2011년 02월 17일,"1,977.22","2,002.00","2,006.59","1,959.71",340.28M,-0.60%,672808.4216K
2011년 02월 16일,"1,989.11","2,007.08","2,021.69","1,989.11",297.63M,-1.06%,592018.8093K
2011년 02월 15일,"2,010.52","2,018.40","2,029.99","2,003.58",275.03M,-0.20%,552953.3156K
2011년 02월 14일,"2,014.59","1,999.09","2,015.84","1,986.94",279.52M,1.89%,563118.1968K
2011년 02월 11일,"1,977.19","2,010.29","2,021.42","1,975.47",317.29M,-1.56%,627342.6151K
2011년 02월 10일,"2,008.50","2,041.07","2,043.07","2,008.50",309.76M,-1.81%,622152.96K
2011년 02월 09일,"2,045.58","2,077.12","2,077.12","2,037.30",333.19M,-1.17%,681566.8002K
2011년 02월 08일,"2,069.70","2,090.47","2,092.43","2,066.71",300.33M,-0.58%,621593.001K
2011년 02월 07일,"2,081.74","2,102.76","2,107.83","2,081.73",285.94M,0.47%,595252.7356K
2011년 02월 01일,"2,072.03","2,079.92","2,086.56","2,071.73",290.81M,0.11%,602567.0443K
2011년 01월 31일,"2,069.73","2,080.60","2,089.72","2,069.73",320.90M,-1.81%,664176.357K
2011년 01월 28일,"2,107.87","2,115.69","2,119.49","2,095.36",412.96M,-0.34%,870465.9952K
2011년 01월 27일,"2,115.01","2,115.04","2,121.06","2,108.53",358.86M,0.22%,758992.4886K
2011년 01월 26일,"2,110.46","2,093.59","2,112.33","2,092.41",369.36M,1.14%,779519.5056K
2011년 01월 25일,"2,086.67","2,092.27","2,105.33","2,083.80",420.96M,0.22%,878404.6032K
2011년 01월 24일,"2,082.16","2,067.32","2,082.97","2,064.00",340.24M,0.59%,708434.1184K
2011년 01월 21일,"2,069.92","2,103.74","2,104.39","2,066.82",395.40M,-1.74%,818446.368K
2011년 01월 20일,"2,106.66","2,111.41","2,114.20","2,102.61",335.46M,-0.43%,706700.1636K
2011년 01월 19일,"2,115.69","2,106.53","2,119.24","2,084.08",425.47M,0.92%,900162.6243K
2011년 01월 18일,"2,096.48","2,095.85","2,111.40","2,093.32",454.90M,-0.16%,953688.752K
2011년 01월 17일,"2,099.85","2,112.37","2,118.86","2,099.84",428.36M,-0.39%,899491.746K
2011년 01월 14일,"2,108.17","2,089.70","2,108.17","2,076.44",424.72M,0.89%,895381.9624K
2011년 01월 13일,"2,089.48","2,097.04","2,109.34","2,083.80",424.20M,-0.26%,886357.416K
2011년 01월 12일,"2,094.95","2,091.70","2,098.00","2,085.99",433.26M,0.32%,907658.037K
2011년 01월 11일,"2,088.32","2,079.85","2,088.32","2,059.67",410.95M,0.36%,858195.104K
2011년 01월 10일,"2,080.81","2,082.29","2,088.64","2,069.30",342.64M,-0.26%,712968.7384K
2011년 01월 07일,"2,086.20","2,073.68","2,086.20","2,068.66",335.56M,0.41%,700045.272K
2011년 01월 06일,"2,077.61","2,094.35","2,096.65","2,066.10",407.83M,-0.24%,847311.6863K
2011년 01월 05일,"2,082.55","2,083.10","2,087.14","2,076.92",386.06M,-0.12%,803989.253K
2011년 01월 04일,"2,085.14","2,074.56","2,085.14","2,069.12",415.91M,0.73%,867230.5774K
2011년 01월 03일,"2,070.08","2,063.69","2,070.09","2,054.83",354.08M,0.93%,732973.9264K
2010년 12월 30일,"2,051.00","2,047.82","2,052.97","2,041.66",305.88M,0.37%,627359.88K
2010년 12월 29일,"2,043.49","2,028.57","2,043.49","2,027.52",282.56M,0.50%,577408.5344K
2010년 12월 28일,"2,033.32","2,028.41","2,041.83","2,026.57",360.19M,0.55%,732381.5308K
2010년 12월 27일,"2,022.19","2,024.56","2,034.62","2,018.75",282.87M,-0.37%,572016.8853K
2010년 12월 24일,"2,029.60","2,040.64","2,042.89","2,027.96",317.44M,-0.39%,644276.224K
2010년 12월 23일,"2,037.53","2,042.41","2,043.62","2,028.78",341.07M,-0.03%,694940.3571K
2010년 12월 22일,"2,038.11","2,039.35","2,045.39","2,035.25",335.35M,0.05%,683480.1885K
2010년 12월 21일,"2,037.09","2,035.11","2,043.81","2,032.66",370.45M,0.83%,754639.9905K
2010년 12월 20일,"2,020.28","2,008.14","2,021.70","1,996.44",409.15M,-0.30%,826597.562K
2010년 12월 17일,"2,026.30","2,018.28","2,027.55","2,010.75",503.50M,0.85%,1020242.05K
2010년 12월 16일,"2,009.24","2,009.86","2,019.49","2,002.33",362.51M,-0.41%,728369.5924K
2010년 12월 15일,"2,017.48","2,009.20","2,017.48","2,004.06",490.27M,0.42%,989109.9196K
2010년 12월 14일,"2,009.05","2,000.60","2,009.05","1,996.82",396.59M,0.62%,796769.1395K
2010년 12월 13일,"1,996.59","1,993.42","1,997.36","1,983.93",385.63M,0.53%,769945.0017K
2010년 12월 10일,"1,986.14","1,984.11","1,991.96","1,979.73",373.86M,-0.14%,742538.3004K
2010년 12월 09일,"1,988.96","1,963.88","1,988.96","1,961.68",448.35M,1.70%,891750.216K
2010년 12월 08일,"1,955.72","1,960.30","1,970.91","1,953.97",496.39M,-0.35%,970799.8508K
2010년 12월 07일,"1,962.52","1,955.63","1,964.64","1,952.56",639.16M,0.45%,1254364.283K
2010년 12월 06일,"1,953.64","1,961.23","1,961.47","1,946.35",460.28M,-0.18%,899221.4192K
2010년 12월 03일,"1,957.26","1,960.61","1,960.61","1,948.51",438.58M,0.36%,858415.0908K
2010년 12월 02일,"1,950.26","1,943.71","1,950.26","1,940.23",439.00M,1.09%,856164.14K
2010년 12월 01일,"1,929.32","1,907.70","1,929.32","1,904.71",339.16M,1.30%,654348.1712K
2010년 11월 30일,"1,904.63","1,889.89","1,917.57","1,889.86",443.69M,0.48%,845065.2847K
2010년 11월 29일,"1,895.54","1,904.95","1,912.53","1,880.58",299.80M,-0.33%,568282.892K
2010년 11월 26일,"1,901.80","1,932.78","1,936.72","1,893.94",459.21M,-1.34%,873325.578K
2010년 11월 25일,"1,927.68","1,934.97","1,935.59","1,916.16",323.35M,0.09%,623315.328K
2010년 11월 24일,"1,925.98","1,883.92","1,928.45","1,882.52",451.50M,-0.15%,869579.97K
2010년 11월 23일,"1,928.94","1,938.91","1,943.48","1,919.15",377.79M,-0.79%,728734.2426K
2010년 11월 22일,"1,944.34","1,947.01","1,954.78","1,939.51",330.55M,0.17%,642701.587K
2010년 11월 19일,"1,940.96","1,936.74","1,940.96","1,927.81",292.69M,0.68%,568099.5824K
2010년 11월 18일,"1,927.86","1,908.38","1,929.24","1,904.37",271.42M,1.62%,523259.7612K
2010년 11월 17일,"1,897.11","1,877.23","1,908.17","1,875.34",293.29M,-0.11%,556403.3919K
2010년 11월 16일,"1,899.13","1,912.11","1,916.07","1,890.00",336.33M,-0.77%,638734.3929K
2010년 11월 15일,"1,913.81","1,918.69","1,925.43","1,900.25",303.80M,0.04%,581415.478K
2010년 11월 12일,"1,913.12","1,951.35","1,958.22","1,899.49",465.47M,-0.08%,890499.9664K
2010년 11월 11일,"1,914.73","1,966.50","1,976.46","1,914.73",373.18M,-2.70%,714538.9414K
2010년 11월 10일,"1,967.85","1,945.73","1,967.85","1,945.28",366.01M,1.05%,720252.7785K
2010년 11월 09일,"1,947.46","1,943.56","1,947.66","1,935.38",298.82M,0.26%,581939.9972K
2010년 11월 08일,"1,942.41","1,946.76","1,948.44","1,930.29",312.65M,0.18%,607294.4865K
2010년 11월 05일,"1,938.96","1,962.34","1,966.99","1,938.57",401.40M,-0.18%,778298.544K
2010년 11월 04일,"1,942.50","1,941.56","1,945.58","1,936.04",324.78M,0.34%,630885.15K
2010년 11월 03일,"1,935.97","1,931.13","1,943.23","1,930.11",358.98M,0.93%,694974.5106K
2010년 11월 02일,"1,918.04","1,912.28","1,920.29","1,907.18",340.83M,0.17%,653725.5732K
2010년 11월 01일,"1,914.74","1,889.57","1,914.74","1,880.25",343.30M,1.69%,657330.242K
2010년 10월 29일,"1,882.95","1,913.61","1,913.95","1,875.31",375.84M,-1.31%,707687.928K
2010년 10월 28일,"1,907.87","1,909.38","1,914.89","1,901.80",348.38M,-0.09%,664663.7506K
2010년 10월 27일,"1,909.54","1,919.48","1,924.61","1,902.18",392.95M,-0.51%,750353.743K
2010년 10월 26일,"1,919.41","1,913.25","1,919.56","1,909.27",351.86M,0.19%,675363.6026K
2010년 10월 25일,"1,915.71","1,902.51","1,918.87","1,899.08",408.17M,0.97%,781935.3507K
